Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12644265,2021-05-01 19:27:40,2020-09-15 16:27:09,43346211,8755934622,43346211,202,2585,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR012/12644/SRR12644265/SRR12644265.lite.1,SRX9125792,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP282474,PRJNA663592,3,663592,SRS7368152,SAMN16137264,simple,9606,Homo sapiens,GSM4783762,,,,,,,no,,,,,GEO,SRA1125823,,public,FC3278294A0D78FC45C777554535A465,F2FB59790A1D40AE8926B29980776A3F
